unique_id,gender,hold racket handed,play years_0,play years_1,play years_2,level_2,level_3,level_4,level_5
2167,0.5,0.99518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2168,0.5,0.0637037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2169,0.5,0.98444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2170,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2171,0.5,0.78259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2172,0.5,0.88407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2173,0.5,0.11259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2175,0.5,0.06851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2176,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2177,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2178,0.5,0.9062963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2179,0.5,0.84074074,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2180,0.5,0.12407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2181,0.5,0.98037037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2183,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2184,0.5,0.98703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2185,0.5,0.97296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2186,0.5,0.14333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2187,0.5,0.96814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2188,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2189,0.5,0.83,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2190,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2191,0.5,0.09740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2192,0.5,0.99333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2193,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2194,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2195,0.5,0.96888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2196,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2197,0.5,0.03296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2198,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2199,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2200,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2201,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2202,0.5,0.99111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2203,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2204,0.5,0.18814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2205,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2206,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2207,0.5,0.93407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2208,0.5,0.99925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2209,0.5,0.95703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2210,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2211,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2212,0.5,0.86555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2213,0.5,0.05222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2214,0.5,0.99814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2215,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2216,0.5,0.15296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2217,0.5,0.93222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2218,0.5,0.89740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2219,0.5,0.96666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2220,0.5,0.28481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2221,0.5,0.84703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2222,0.5,0.9837037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2223,0.5,0.0337037,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2224,0.5,0.99148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2225,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2226,0.5,0.10851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2227,0.5,0.86814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2228,0.5,0.07111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2229,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2230,0.5,0.88703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2231,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2232,0.5,0.92925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2233,0.5,0.06111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2234,0.5,0.98148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2235,0.5,0.9162963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2236,0.5,0.97185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2237,0.5,0.92296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2238,0.5,0.91407407,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2239,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2240,0.5,0.94851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2241,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2243,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2244,0.5,0.99666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2245,0.5,0.16518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2246,0.5,0.91740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2247,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2248,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2249,0.5,0.98888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2250,0.5,0.98666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2251,0.5,0.50555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2252,0.5,0.91296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2253,0.5,0.99555556,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2254,0.5,0.99296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2255,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2256,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2257,0.5,0.99962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2258,0.5,0.21222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2259,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2260,0.5,0.99703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2261,0.5,0.97518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2262,0.5,0.97185185,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2263,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2264,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2265,0.5,0.98962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2266,0.5,0.93148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2267,0.5,0.99222222,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2268,0.5,0.95925926,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2269,0.5,0.98851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2270,0.5,0.03296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2271,0.5,0.95444444,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2272,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2273,0.5,0.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2274,0.5,0.99777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2275,0.5,0.98259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2276,0.5,0.99481481,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2277,0.5,0.90814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2278,0.5,0.34962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2279,0.5,0.96296296,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2280,0.5,0.16666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2281,0.5,0.04703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2282,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2283,0.5,0.98111111,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2284,0.5,0.81518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2285,0.5,0.98518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2286,0.5,0.98777778,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2287,0.5,0.91148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2288,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2289,0.5,0.84703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2290,0.5,0.86148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2291,0.5,0.97814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2292,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2293,0.5,0.93740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2294,0.5,0.05148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2295,0.5,0.93259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2296,0.5,0.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2297,0.5,0.99888889,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2298,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2299,0.5,0.97740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2300,0.5,0.95814815,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2301,0.5,0.99740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2302,0.5,0.9962963,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2303,0.5,0.99851852,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2304,0.5,0.96740741,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2305,0.5,0.03148148,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2307,0.5,0.01518519,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2308,0.5,0.05703704,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2309,0.5,0.99592593,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2310,0.5,0.99259259,0.5,0.5,0.5,0.5,0.5,0.5,0.5
